"title","year","authors","affiliations","journal","citations","keywords","affiliation_missing","source","doi"
"Opportunities and threats to contact lens practice: A global survey perspective","2021","Thite N.; Desiato A.; Shinde L.; Wolffsohn J.S.; Naroo S.A.; Santodomingo-Rubido J.; Cho P.; Jones D.; Villa-Collar C.; Carrillo G.; Chan O.; Wang H.; Iomdina E.; Tarutta E.; Proskurina O.; Fan C.S.; Zeri F.; Bakkar M.M.; Barodawala F.; Dabral N.; Lafosse E.; Lee C.; Nichols J.; Chan J.; Park K.; Nair V.; van der Worp E.; Vankudre G.; Maseedupalli V.; Bhattarai Y.; Nagzarkar D.; Brauer P.; Gil-Cazorla R.","International Association of Contact Lens Educators, Canada; Optometry and Vision Science, College of Health and Life Sciences, Aston University, Birmingham, United Kingdom; Global R&D, Menicon Co Ltd, Nagoya, Japan; School of Optometry, The Hong Kong Polytechnic University, Hong Kong; School of Optometry and Vision Science, University of Waterloo, Canada; Faculty of Biomedicine and Health Sciences, Universidad Europea, Madrid, Spain; Bausch + Lomb, Asia Pacific; Tianjin Vocational Institute, School of Optometry, China; Helmholtz National Medical Research Center of Eye Diseases, Russian Federation; CooperVision, Asia Pacific; Department of Materials Science & Research Centre in Optics and Optometry (COMiB), University of Milano Bicocca, Milan, Italy; Jordan University of Science and Technology, Faculty of Applied Medical Sciences, Jordan; Faculty of Optometry and Vision Sciences, SEGi University, Malaysia; Aster DM Healthcare, United Arab Emirates; Optometric Research Group, Department of Optics, Optometry and Vision Sciences, University of Valencia, Spain; University of Alabama at Birmingham, Birmingham, AL, United States; Singapore Optometric Association, Singapore; Department of Optometry, College of Applied Medical Sciences, Qassim University, Saudi Arabia; Eye-Contact-Lens Research & Education Amsterdam, Netherlands; University of Buraimi, Oman; School of Optometry and Vision Science, University of New South Wales, Australia; Tilganga Institute of Ophthalmology, Kathmandu, Nepal; Jambo Eye Care, Nairobi, Kenya; Saks Taylor and Brauer, Brooklyn, Pretoria, South Africa","Contact Lens and Anterior Eye","12","Contact lens practice; Opportunities; Threats","False","Scopus","10.1016/j.clae.2021.101496"
"Bilateral limbal dermoid as an isolated finding in a child","2021","Al-Ghadeer H.; Khandekar R.","Anterior Segment Division, Research Departments, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; British Columbia Centre for Epidemiologic and International Ophthalmology, University of British Columbia, Vancouver, Canada","Journal of Pediatric Ophthalmology and Strabismus","0","","False","Scopus","10.3928/01913913-20210506-01"
"Contact lens procurement and usage habits among adults in Sudan","2021","Gammoh Y.; Abdu M.","Faculty of Allied Medical Sciences, Department of Optometry Science, Al-Ahliyya Amman University, Amman, Jordan; Faculty of Optometry and Visual Sciences, Department of Contact Lenses, Al-Neelain University, Khartoum, Sudan; Faculty of Applied Medical Sciences, Department of Optometry, University of Jeddah, Jeddah, Saudi Arabia","PLoS ONE","4","","False","Scopus","10.1371/journal.pone.0251987"
"Applications of Deep Learning on Topographic Images to Improve the Diagnosis for Dynamic Systems and Unconstrained Optimization","2021","Alshammari G.; Hamad A.A.; Abdullah Z.M.; Alshareef A.M.; Alhebaishi N.; Alshammari A.; Belay A.","College of Computer Science and Engineering, Department of Computer Science and Information, University of Ha'il, Saudi Arabia; College of Sciences, Tikrit University, Iraq; College of Computer Science and Mathematics, Department of Mathematics, University of Tikrit, Iraq; Department of Information Systems, Faculty of Computing and Information Technology, King Abdulaziz University, Jeddah, Saudi Arabia; Department of Statistics, Mizan-Tepi University, Ethiopia","Wireless Communications and Mobile Computing","19","","False","Scopus","10.1155/2021/4672688"
"Phakic intraocular lens in keratoconus","2021","Eldanasoury A.; Tolees S.; Bains H.S.","Department of Ophthalmology, Magrabi Hospital, Jeddah, Saudi Arabia; Sight By Design, Edmonton, AB, Canada","New Frontiers for the Treatment of Keratoconus","0","Corneal ectasia; Implantable collamer lens; Keratoconus; Phakic intraocular lenses","False","Scopus","10.1007/978-3-030-66143-4_7"
"Ethnic differences of corneal parameters: A cross-sectional study","2021","Alsaqr A.; Fagehi R.; Sharha A.A.; Alkhudair M.; Alshabrami A.; Muammar A.B.; Abdulwahed S.; Alshehri A.","Department of Optometry, College of Applied Medical Sciences, King Saud University, Saudi Arabia","Open Ophthalmology Journal","6","Asphericity; Cornea; Corneal eccentricity; Corneal shape; Ethnicity; Middle eastern; Saudi","False","Scopus","10.2174/1874364102115010013"
"Assessment of knowledge, attitude, and practice regarding covid-19 ocular manifestations in the western region of saudi arabia","2021","Alsaedi M.G.; Alqahtani B.S.; Zahrani A.K.; Alshareef S.E.; Alzubaidy K.A.; Alzubaidy B.A.; Alharbi S.Y.; Almutairi O.M.; Alharby M.B.; Basheikh A.A.","College of Medicine, Ibn Sina National College, Jeddah, Saudi Arabia; Department of Ophthalmology, King Abdul-Aziz Medical City, Jeddah, Saudi Arabia; College of Medicine, King Abdulaziz University, Jeddah, Saudi Arabia; College of Medicine, Umm Al-Qura University, Makkah, Saudi Arabia; College of Medicine, King Saud Bin Abdulaziz University for Health Sciences, King Abdullah International Medical Research Center, Jeddah, Saudi Arabia; Department of Family and Community Medicine, King Abdulaziz University, Jeddah, Saudi Arabia; Department of Ophthalmology, The Eye Consultants Ophthalmic Center, Jeddah, Saudi Arabia; Department of Ophthalmology, College of Medicine, King Abdulaziz University, Jeddah, Saudi Arabia","Open Ophthalmology Journal","1","Attitude; Conjunctivitis; COVID-19; Knowledge; Ocular Manifestations; Practice","False","Scopus","10.2174/1874364102115010025"
"Effects of D-Limonene on aldose reductase and protein glycation in diabetic rats","2020","Praveen Kumar M.; Poornima; Mamidala E.; Al-Ghanim K.; Al-Misned F.; Ahmed Z.; Mahboob S.","Department of Zoology, Osmania University, Hyderabad, 500 007, India; Department of Zoology, Kakatiya University, Warangal, 5006 009, India; Department of Zoology, College of Science, King Saud University, Riyadh, 11451, Saudi Arabia","Journal of King Saud University - Science","18","Advanced glycation; Aldose reductase; Cataracts; D-limonene; End products; α-Crystalline","False","Scopus","10.1016/j.jksus.2020.01.043"
"Brown-Mclean syndrome in an aphakic patient with homocystinuria: The first reported case in Middle East","2020","Alenezi S.; Alrefaie S.; Alreshidi S.; Albalawi H.; Osorio H.","Department of Ophthalmology, Majmaah University, Al Majmaah, Saudi Arabia; Anterior Segment Division, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Department of Ophthalmology, Tabuk University, Tabuk, Saudi Arabia","Saudi Journal of Ophthalmology","3","Brown-McLean syndrome; homocystinuria; peripheral corneal edema; subluxated lens","False","Scopus","10.4103/1319-4534.322619"
"The relationship between tear film MMP-9 and meibomian gland changes during soft contact lens wear","2020","Alghamdi W.; Markoulli M.; Papas E.","Department of Optometry, the College of Applied Medical Science, Qassim University, Qassim, Saudi Arabia; School of Optometry & Vision Science, University of New South Wales, Sydney, Australia; Brien Holden Vision Institute, Sydney, Australia","Contact Lens and Anterior Eye","15","Contact lens; Inflammation; Meibomian glands; MMP-9; Tear film","False","Scopus","10.1016/j.clae.2019.07.007"
"Forensic application of ATP6 gene haplogroups in a cohort of obese saudis","2020","Amer S.A.M.; Asiri A.S.; Al-Shalaan Z.F.; Kassab A.Ch.; Refaat A.M.","Department of Forensic Sciences, College of Criminal Justice, Naif Arab University for Security Sciences, Riyadh, 8630, Saudi Arabia; Faculty of Science, Cairo University, Giza, Egypt; King Fahd Security College, Riyadh, Saudi Arabia; Prince Sultan Medical Millitary City, Riyadh, Saudi Arabia; College of Biotechnology, Misr University for Science and Technology, Egypt","Indian Journal of Forensic Medicine and Toxicology","1","ATP6 gene; Haplogroups; Obesity; Saudi Arabian","False","Scopus","10.37506/ijfmt.v14i4.12160"
"Late-onset spontaneous Descemet's membrane detachment post penetrating keratoplasty in a patient with congenital glaucoma","2020","Al-Shabeeb R.; Almadhi N.; Kirat O.","Department of Ophthalmology, Anterior Segment Division, King Khalid Eye Specialist Hospital, Riyadh, Saudi Arabia","Saudi Journal of Ophthalmology","1","congenital glaucoma; Descemet's Membrane Detachment; penetrating keratoplasty","False","Scopus","10.4103/1319-4534.310417"
"Multiscale in-vitro analysis of photo-activated riboflavin incorporated in an experimental universal adhesive","2020","Fu C.; Deng S.; Koneski I.; Awad M.M.; Akram Z.; Matinlinna J.; Pichika M.R.; Daood U.; Fawzy A.S.","UWA Dental School, University of Western Australia, 17 Monash Avenue, Nedlands, 6009, WA, Australia; Department of Conservative Dental Sciences, College of Dentistry, Prince Sattam Bin Abdulaziz University, Al-Kharj, 11942, Saudi Arabia; Dental Materials Science, Applied Oral Sciences, Faculty of Dentistry, The University of Hong Kong, 34 Hospital Road, Sai Ying Pun, Hong Kong SAR, China; Department of Pharmaceutical Chemistry, School of Pharmacy, International Medical University Kuala Lumpur, 126, Jalan Jalil Perkasa 19, Bukit Jalil, Bukit Jalil, 57000, Wilayah Persekutuan Kuala Lumpur, Malaysia; Clinical Dentistry, Restorative Division, Faculty of Dentistry, International Medical University Kuala Lumpur, Bukit Jalil, Bukit Jalil, 57000, Kuala Lumpur, Malaysia","Journal of the Mechanical Behavior of Biomedical Materials","23","Adhesive; Crosslinking; Dentin primers; Hybrid layer; Raman; Riboflavin; Scotch bond","False","Scopus","10.1016/j.jmbbm.2020.104082"
"Incidence and quantification of corneal haze by Pentacam Scheimpflug densitometry following photorefractive keratectomy for myopia in virgin and post corneal transplant eyes with dark irides","2020","Khattak A.; An-Nakhli F.","Dhahran Eyes Specialist Hospital, Eastern Province, Saudi Arabia","Saudi Journal of Ophthalmology","9","Corneal haze; corneal transplant; myopia; photorefractive keratectomy; scheimpflug system","False","Scopus","10.4103/1319-4534.301295"
"Selective cytotoxic activity and protective effects of sodium ascorbate against hepatocellular carcinoma through its effect on oxidative stress and apoptosis in vivo and in vitro","2020","El-Far Y.M.; Khodir A.E.; Noor A.O.; Almasri D.M.; Bagalagel A.A.; Diri R.M.; Kutbi H.I.; Al-Gayyar M.M.H.","Department of Biochemistry, Faculty of Pharmacy, Mansoura University, Mansoura, Egypt; Department of Pharmacology and Biochemistry, Faculty of Pharmacy, Delta University for Science and Technology, Gamasa City, Mansoura, Dakhliya, Egypt; Deparment of Pharmacy Practice, Faculty of Pharmacy, King Abdulaziz University, Jeddah, Saudi Arabia; Department of Pharmaceutical Chemistry, Faculty of Pharmacy, University of Tabuk, Tabuk, Saudi Arabia","Redox Report","13","Caspase-3/8/9; HepG2; hydrogen peroxide; nuclear factor (NF)κB; nuclear factor erythroid 2 related factor (Nrf2)‌; sodium ascorbate‌; superoxide anion‌; tumor necrosis factor (TNF)-α","False","Scopus","10.1080/13510002.2020.1739870"
"Brown syndrome from local anesthesia for inferior orbital fat decompression","2020","Alsarhani W.K.; Almater A.I.; Al-Ghamdi I.S.","Department of Ophthalmology, College of Medicine, King Saud University, Riyadh, Saudi Arabia","American Journal of Case Reports","2","Diplopia; MeSH Brown Syndrome; Ocular motility disorders; Strabismus","False","Scopus","10.12659/AJCR.924678"
"Rosai-Dorfman disease: Isolated epibulbar mass in patient with vernal keratoconjunctivitis","2020","Alharbi S.S.; Edward D.P.","Anterior Segment, King Khaled Eye Specialist Hospital, Saudi Arabia; Pathology and Glaucoma, King Khaled Eye Specialist Hospital, Saudi Arabia","Saudi Journal of Ophthalmology","3","Limbal mass; rosai dorfman disease; vernal keratoconjunctivitis","False","Scopus","10.4103/1319-4534.301290"
"Whole exome sequencing detects novel variants in Saudi children diagnosed with eczema","2020","Bogari N.M.; Amin A.A.; Rayes H.H.; Abdelmotelb A.; Al-Allaf F.A.; Dannoun A.; Al-Amodi H.S.; Sedayo A.A.; Almalk H.; Moulana A.; Balkhair R.; Jambi F.; Madani F.; Abutalib M.; Taher M.M.; Bouazzaoui A.; Aljohani A.; Bogari M.N.; G.K. U.R.; Fawzy A.; Alharbi K.K.; Ali Khan I.","Faculty of Medicine, Department of Medical Genetics, Umm Al-Qura University, Makkah, Saudi Arabia; Faculty of Medicine, Biochemistry Department, Umm Al-Qura University, Saudi Arabia; Faculty of Medicine, AinShams University, Egypt; Maternity Children Hospital, Makkah, Saudi Arabia; Department of Pharmacology, Faculty of Medicine, Tanat University, Egypt; Science and Technology Unit, Umm Al-Qura University, Makkah, Saudi Arabia; School of Pharmacy, University of Brighton, Brighton, United Kingdom; Integarted Gulf Biosystems, Riyadh, Saudi Arabia; Division of Human Genetics & Genome Researches, Department of Molecular Genetics and Enzymology, National Research Centre, Egypt; Department of Clinical Laboratory Sciences, College of Applied Medical Sciences, King Saud University, PO Box-10219, Riyadh, 11433, Saudi Arabia","Journal of Infection and Public Health","4","Eczema; Exome-sequencing; Mutation; Variants","False","Scopus","10.1016/j.jiph.2019.05.020"
"Reasons for not performing surface ablation refractive surgery in Saudi population","2020","Alsulami R.; Alzahrani S.; Alqahtani B.; Khayyat H.; Alghamdi S.","Ministry of National Guard Health Affairs, King Abdul-Aziz Medical City, Jeddah, Saudi Arabia; College of Medicine, King Saud University, Saudi Arabia","Saudi Journal of Ophthalmology","4","Contraindications; just refractive surgery; myopia; Saudi Arabia","False","Scopus","10.4103/1319-4534.301294"
"Corneal elevation indices and pachymetry values of Saudi myopes using scheimpflug imaging","2020","Alsaif NK, Al-Sharif EM, Alsaif SK, Mousa A, Al-Muammar AM.","","Saudi Med J","0","","True","PubMed","10.15537/smj.2020.2.24876"
"Corneal deposits following topical moxifloxacin use","2019","Alshamrani AA, Alharbi SS.","","Saudi J Ophthalmol","0","","True","PubMed","10.1016/j.sjopt.2018.04.006"
"Long-term effect of anterior chamber depth on endothelial cell density in patients with iris-fixated phakic intraocular lenses","2019","Eldanasoury A.M.; Roozbahani M.; Tolees S.; Arana C.","Magrabi Eye Hospital, Jeddah, Saudi Arabia; USC Department of Ophthalmology, Keck School of Medicine of University of Southern California, Roski Eye Institute, 1450 San Pablo Street, Los Angeles, 90033, CA, United States","Journal of Refractive Surgery","11","","False","Scopus","10.3928/1081597X-20190708-01"
"Automated Corneal Segmentation of Anterior Segment Photographed Images using Centroid-Based Active Contour Model","2019","Daud M.M.; Diyana W.M.; Zaki W.; Hussain A.; Mutalib H.; Md Saad M.H.; Razak A.","Centre of Integrated Systems Engineering and Advanced Technologies, Faculty of Engineering and Built Environment, University Kebangsaan Malaysia, Bangi, 43600, Malaysia; Optometry and Vision Sciences Programme, School of Healthcare Sciences, Faculty of Health Sciences, University Kebangsaan Malaysia, Kuala Lumpur, 50300, Malaysia; Visual and Digital Production, Effat University, Jeddah, 21478, Saudi Arabia","Procedia Computer Science","2","anterior segment photographed images; automated active contour model; corneal features; Corneal segmentation","False","Scopus","10.1016/j.procs.2019.12.115"
"Medical treatment of brain aspergilloma followed by MRI: A case report","2019","Alahmari A.F.","College of Medicine, King Saud University, Riyadh, Saudi Arabia","Radiology Case Reports","5","Aspergilloma; Aspergillus; Brain aspergilloma; CT; MRI","False","Scopus","10.1016/j.radcr.2018.09.021"
"Successful Treatment of Corneal Opacification with Associated Thickened Epithelium by Simple Peeling: Acquired Corneal Subepithelial Hypertrophy (ACSH)","2019","Al-Rajhi AA, Helmi HA, Alkatan HM, Al-Obailan M, Al-Rajhi A.","","Saudi J Ophthalmol","0","","True","PubMed","10.1016/j.sjopt.2019.02.002"
"Changes in Corneal Wound Healing and Graft Biomechanics after Primary Penetrating Keratoplasty Versus Repeat Penetrating Keratoplasty","2019","Abdelkader A.","Department of Ophthalmology, Faculty of Medicine, Aseer, Saudi Arabia; Department of Ophthalmology, Al-Azhar University, Cairo, Egypt","Cornea","1","confocal microscopy; corneal hysteresis; corneal resistance factor; ORA; repeat penetrating keratoplasty; wound healing","False","Scopus","10.1097/ICO.0000000000001928"
