title,year,authors,affiliations,journal,citations,keywords,affiliation_missing,source,doi,kc_relevant,author_keywords,index_keywords,all_keywords
Glaucoma and corneal transplant procedures,2012,Al-Mahmood A.M.; Al-Swailem S.A.; Edward D.P.,"Department of Ophthalmology, Ministry of Health, Manama 12, Bahrain; Division of Anterior Segment, King Khaled Eye Specialists Hospital, Riyadh 11462, Saudi Arabia; Wilmer Eye Institute, Johns Hopkins University, School of Medicine, Baltimore, MD 21287, United States",Journal of Ophthalmology,35,,False,Scopus,10.1155/2012/576394,True,,,corneal; corneal transplant; glaucoma; glaucoma corneal; procedures; transplant; transplant procedures
Corneal ectasia following LASIK,2011,Tabbara KF.,,Saudi J Ophthalmol,0,,True,PubMed,10.1016/j.sjopt.2011.05.002,True,,relaxin; clinical effectiveness; cornea disease; corneal ectasia; editorial; family history; heredity; human; keratoconjunctivitis; keratoconus; keratomileusis; patient safety; postoperative complication; pregnancy; priority journal; refractive surgery; risk factor; virus keratitis; visual impairment,relaxin; clinical effectiveness; cornea disease; corneal ectasia; editorial; family history; heredity; human; keratoconjunctivitis; keratoconus; keratomileusis; patient safety; postoperative complication; pregnancy; priority journal; refractive surgery; risk factor; virus keratitis; visual impairment
Corneal collagen crosslinking in the treatment of infectious keratitis,2011,Anwar H.M.; El-Danasoury A.M.; Hashem A.N.,"Magrabi Eye Hospital, Jeddah, Saudi Arabia",Clinical Ophthalmology,60,CCL; Riboflavin; UVA,False,Scopus,10.2147/opth.s24532,True,CCL; Riboflavin; UVA,amphotericin B; cefuroxime; ciprofloxacin; collagen; fluorometholone; gentamicin; infectoflam; medio cross; riboflavin; unclassified drug; abscess; adult; antibiotic sensitivity; article; bacterial keratitis; bacterium culture; case report; clinical feature; cross linking; disease severity; drug dose reduction; drug substitution; drug treatment failure; drug withdrawal; eye pain; female; human; human tissue; keratitis; keratomycosis; nonhuman; penetrating keratoplasty; radiotherapy; rehabilitation care; retrospective study; scar formation; Staphylococcus aureus; treatment response; ultraviolet A radiation; visual acuity; visual impairment; visual system examination,ccl; riboflavin; uva; amphotericin b; cefuroxime; ciprofloxacin; collagen; fluorometholone; gentamicin; infectoflam; medio cross; unclassified drug; abscess; adult; antibiotic sensitivity; article; bacterial keratitis; bacterium culture; case report; clinical feature; cross linking; disease severity; drug dose reduction; drug substitution; drug treatment failure; drug withdrawal; eye pain; female; human; human tissue; keratitis; keratomycosis; nonhuman; penetrating keratoplasty; radiotherapy; rehabilitation care; retrospective study; scar formation; staphylococcus aureus; treatment response; ultraviolet a radiation; visual acuity; visual impairment; visual system examination
Late onset corneal ectasia after LASIK surgery,2011,"Said A, Hamade IH, Tabbara KF.",,Saudi J Ophthalmol,0,,True,PubMed,10.1016/j.sjopt.2011.05.003,True,Adenoviral keratoconjunctivitis; Adenovirus; Corneal ectasia; Corneal topography; Keratoconus; LASIK,adult; article; clinical article; cohort analysis; cornea disease; cornea thickness; corneal ectasia; eye examination; female; follow up; human; immunoaffinity chromatography; keratoconjunctivitis; keratometry; keratomileusis; male; polymerase chain reaction; postoperative complication; priority journal; retrospective study; visual acuity,adenoviral keratoconjunctivitis; adenovirus; corneal ectasia; corneal topography; keratoconus; lasik; adult; article; clinical article; cohort analysis; cornea disease; cornea thickness; eye examination; female; follow up; human; immunoaffinity chromatography; keratoconjunctivitis; keratometry; keratomileusis; male; polymerase chain reaction; postoperative complication; priority journal; retrospective study; visual acuity
Optical and topographic changes in keratoconus after implantation of ferrara intracorneal ring segments,2010,Hamdi I.M.,"Ophthalmology Department, Faculty of Medicine, Ain Shams University, Cairo, Egypt; Cornea and Refractive Surgery Department, Magrabi Eye and Ear Center, Jeddah, Saudi Arabia",Journal of Refractive Surgery,12,,False,Scopus,10.3928/1081597X-20100114-05,True,,"Adolescent; Adult; Child; Corneal Stroma; Corneal Topography; Female; Humans; Keratoconus; Male; Prospective Studies; Prostheses and Implants; Prosthesis Implantation; Refraction, Ocular; Visual Acuity; Young Adult; plastic; aberrometry; adolescent; adult; article; child; clinical article; controlled study; correlation analysis; female; human; implant; intracorneal ring segment; keratoconus; keratometry; male; measurement; modulation transfer function; priority journal; school child; treatment outcome; visual acuity","adolescent; adult; child; corneal stroma; corneal topography; female; humans; keratoconus; male; prospective studies; prostheses and implants; prosthesis implantation; refraction, ocular; visual acuity; young adult; plastic; aberrometry; article; clinical article; controlled study; correlation analysis; human; implant; intracorneal ring segment; keratometry; measurement; modulation transfer function; priority journal; school child; treatment outcome"
Corneal collagen cross-linking: Promises and problems,2010,Abdelghaffar W.; Hantera M.; Elsabagh H.,"Benha University, Benha, Egypt; Maghrabi Centre, Dammam, Saudi Arabia",British Journal of Ophthalmology,9,,False,Scopus,10.1136/bjo.2010.188342,True,,Collagen; Corneal Stroma; Cross-Linking Reagents; Humans; Riboflavin; Ultraviolet Therapy; collagen; riboflavin; cornea; cornea transplantation; cornea ulcer; cross linking; disease course; editorial; keratoconus; keratopathy; keratoplasty; myopia; photorefractive keratectomy; priority journal; ultraviolet A radiation; visual acuity,collagen; corneal stroma; cross-linking reagents; humans; riboflavin; ultraviolet therapy; cornea; cornea transplantation; cornea ulcer; cross linking; disease course; editorial; keratoconus; keratopathy; keratoplasty; myopia; photorefractive keratectomy; priority journal; ultraviolet a radiation; visual acuity
Deep anterior lamellar Keratoplasty,2009,"Al-Kharashi SA, Al-Obailan MM, Almohaimeed M, Al-Torbak AA.",,Saudi J Ophthalmol,0,,True,PubMed,10.1016/j.sjopt.2009.10.004,True,Corneal scarring; Deep lamellar; Keratoconus; Keratoplasty; Lamellar Keratoplasty,cataract; cell loss; choroid hemorrhage; cornea transplantation; Descemet membrane; donor; endothelium; glaucoma; graft rejection; human; keratoconus; keratoplasty; penetrating keratoplasty; priority journal; retina detachment; retina macula cystoid edema; review; scar; transplantation,corneal scarring; deep lamellar; keratoconus; keratoplasty; lamellar keratoplasty; cataract; cell loss; choroid hemorrhage; cornea transplantation; descemet membrane; donor; endothelium; glaucoma; graft rejection; human; penetrating keratoplasty; priority journal; retina detachment; retina macula cystoid edema; review; scar; transplantation
"Comparison of central corneal thickness measurements by Pentacam, noncontact specular microscope, and ultrasound pachymetry in normal and post-LASIK eyes",2009,Al-Ageel S.; Al-Muammar A.M.,"Department of Ophthalmology, College of Medicine, King Saud University, Riyadh, Saudi Arabia",Saudi Journal of Ophthalmology,29,Central corneal thickness; Noncontact specular microscopy; Pentacam; Scheimpflug camera; Ultrasound pachymetry,False,Scopus,10.1016/j.sjopt.2009.10.002,True,Central corneal thickness; Noncontact specular microscopy; Pentacam; Scheimpflug camera; Ultrasound pachymetry,adult; article; clinical article; clinical trial; comparative study; controlled clinical trial; controlled study; cornea thickness; device; female; human; intermethod comparison; keratomileusis; male; microscope; patient assessment; postoperative period; priority journal; specular microscopy; statistical significance; ultrasound,central corneal thickness; noncontact specular microscopy; pentacam; scheimpflug camera; ultrasound pachymetry; adult; article; clinical article; clinical trial; comparative study; controlled clinical trial; controlled study; cornea thickness; device; female; human; intermethod comparison; keratomileusis; male; microscope; patient assessment; postoperative period; priority journal; specular microscopy; statistical significance; ultrasound
Comparison between central corneal thickness measurements by oculus pentacam and ultrasonic pachymetry,2008,Al-Mezaine H.S.; Al-Amro S.A.; Kangave D.; Sadaawy A.; Wehaib T.A.; Al-Obeidan S.,"Department of Ophthalmology, College of Medicine, King Saud University, Riyadh 11321, PO Box 230387, Saudi Arabia; Diabetes Research Center, College of Medicine, King Saud University, Riyadh 11321, PO Box 230387, Saudi Arabia; The Eye Consultants Center, Riyadh, Saudi Arabia",International Ophthalmology,63,Agreement; Corneal thickness; Pachymetry; Pentacam; Ultrasound,False,Scopus,10.1007/s10792-007-9143-9,True,Agreement; Corneal thickness; Pachymetry; Pentacam; Ultrasound,"Cornea; Diagnostic Techniques, Ophthalmological; Humans; Photography; Prospective Studies; Reproducibility of Results; Ultrasonography; article; camera; clinical trial; controlled clinical trial; controlled study; cornea thickness; correlation analysis; correlation coefficient; diagnostic accuracy; diagnostic value; human; human experiment; intermethod comparison; normal human; regression analysis; reliability; Saudi Arabia; ultrasound","agreement; corneal thickness; pachymetry; pentacam; ultrasound; cornea; diagnostic techniques, ophthalmological; humans; photography; prospective studies; reproducibility of results; ultrasonography; article; camera; clinical trial; controlled clinical trial; controlled study; cornea thickness; correlation analysis; correlation coefficient; diagnostic accuracy; diagnostic value; human; human experiment; intermethod comparison; normal human; regression analysis; reliability; saudi arabia"
Ultrastructural analysis of collagen fibrils and proteoglycans in keratoconus,2008,Akhtar S.; Bron A.J.; Salvi S.M.; Hawksworth N.R.; Tuft S.J.; Meek K.M.,"School of Optometry and Vision Sciences, Cardiff University, Cardiff, United Kingdom; Department of Optometry and Vision Sciences, College of Applied Medical Sciences, King Saud University, Riyadh 11433, PO Box 1019, Saudi Arabia; Nuffield Laboratory of Ophthalmology, Oxford University, Oxford, United Kingdom; Department of Ophthalmology, Royal Glamorgan Hospital, Llantrisant, United Kingdom; Department of Clinical Ophthalmology, Moorfields Eye Hospital, London, United Kingdom",Acta Ophthalmologica,109,Collagen fibril; Keratoconus; Proteoglycans,False,Scopus,10.1111/j.1755-3768.2007.01142.x,True,Collagen fibril; Keratoconus; Proteoglycans,"Adult; Aged; Collagen; Cornea; Corneal Stroma; Disease Progression; Humans; Keratoconus; Microfibrils; Microscopy, Electron; Middle Aged; Proteoglycans; Severity of Illness Index; Tissue Distribution; Young Adult; blue dye; collagen fiber; dye; glutaraldehyde; proteoglycan; unclassified drug; adult; aged; article; cell degeneration; controlled study; cornea cell; cornea stroma; disease course; disease severity; electron microscopy; female; human; human cell; human tissue; keratoconus; male; pathophysiology; priority journal; protein analysis; protein content; protein localization; protein structure","collagen fibril; keratoconus; proteoglycans; adult; aged; collagen; cornea; corneal stroma; disease progression; humans; microfibrils; microscopy, electron; middle aged; severity of illness index; tissue distribution; young adult; blue dye; collagen fiber; dye; glutaraldehyde; proteoglycan; unclassified drug; article; cell degeneration; controlled study; cornea cell; cornea stroma; disease course; disease severity; electron microscopy; female; human; human cell; human tissue; male; pathophysiology; priority journal; protein analysis; protein content; protein localization; protein structure"
Pharmacologic strategies in the prevention and treatment of corneal transplant rejection,2008,Tabbara K.F.,"The Eye Center and The Eye Foundation for Research in Ophthalmology, Riyadh 11534, P.O. Box 55307, Saudi Arabia",International Ophthalmology,43,Allograft; Autograft; Corneal; Corticosteroids; Graft rejection; Transplantation,False,Scopus,10.1007/s10792-007-9100-7,True,Allograft; Autograft; Corneal; Corticosteroids; Graft rejection; Transplantation,"Administration, Topical; Corneal Transplantation; Glucocorticoids; Graft Rejection; Humans; Immunosuppressive Agents; Transplantation, Homologous; aciclovir; antibiotic agent; antivirus agent; azathioprine; calcium; cidofovir; corticosteroid; cyclopentolate; cyclosporin; daclizumab; famciclovir; ganciclovir; HLA A antigen; HLA B antigen; homatropine; idoxuridine; leflunomide; major histocompatibility antigen; methylprednisolone acetate; mycophenolic acid 2 morpholinoethyl ester; prednisolone; prednisolone acetate; rapamycin; tacrolimus; triamcinolone acetate; trifluridine; unindexed drug; valaciclovir; vidarabine; virgan; vitamin D; article; bedtime dosage; clinical feature; congenital cornea dystrophy; cornea disease; cornea edema; cornea opacity; cornea preservation; cornea transplantation; cornea vascularization; cost effectiveness analysis; drug cost; drug efficacy; drug mechanism; drug penetration; drug response; drug safety; drug tissue level; early diagnosis; eye disease; graft preservation; graft rejection; graft survival; hematologic disease; herpes simplex keratitis; histocompatibility; human; immunological tolerance; immunopathogenesis; incidence; keratoconus; low drug dose; microsurgery; osteoporosis; penetrating keratoplasty; pharmaceutical care; preoperative evaluation; primary prevention; risk factor; surgical equipment; surgical risk; treatment outcome","allograft; autograft; corneal; corticosteroids; graft rejection; transplantation; administration, topical; corneal transplantation; glucocorticoids; humans; immunosuppressive agents; transplantation, homologous; aciclovir; antibiotic agent; antivirus agent; azathioprine; calcium; cidofovir; corticosteroid; cyclopentolate; cyclosporin; daclizumab; famciclovir; ganciclovir; hla a antigen; hla b antigen; homatropine; idoxuridine; leflunomide; major histocompatibility antigen; methylprednisolone acetate; mycophenolic acid 2 morpholinoethyl ester; prednisolone; prednisolone acetate; rapamycin; tacrolimus; triamcinolone acetate; trifluridine; unindexed drug; valaciclovir; vidarabine; virgan; vitamin d; article; bedtime dosage; clinical feature; congenital cornea dystrophy; cornea disease; cornea edema; cornea opacity; cornea preservation; cornea transplantation; cornea vascularization; cost effectiveness analysis; drug cost; drug efficacy; drug mechanism; drug penetration; drug response; drug safety; drug tissue level; early diagnosis; eye disease; graft preservation; graft survival; hematologic disease; herpes simplex keratitis; histocompatibility; human; immunological tolerance; immunopathogenesis; incidence; keratoconus; low drug dose; microsurgery; osteoporosis; penetrating keratoplasty; pharmaceutical care; preoperative evaluation; primary prevention; risk factor; surgical equipment; surgical risk; treatment outcome"
Deep lamellar keratoplasty with baring of descemet membrane: The big bubble technique,2007,Danasoury A.E.; Hashem A.,"Magrabi Eye and Ear Hospital, Jeddah, Saudi Arabia; Jeddah 21462, Jeddah, Khozam St, Makkah Rd, Saudi Arabia",Techniques in Ophthalmology,3,,False,Scopus,10.1097/ITO.0b013e31806edbd0,True,,article; astigmatism; cornea disease; emphysema; keratectomy; keratomileusis; keratoplasty; lamellar keratoplasty; needle; priority journal; pupil; surgical technique; treatment contraindication; treatment indication,article; astigmatism; cornea disease; emphysema; keratectomy; keratomileusis; keratoplasty; lamellar keratoplasty; needle; priority journal; pupil; surgical technique; treatment contraindication; treatment indication
A new technique to mark the donor and host corneas in keratoplasty,2007,Kirat O.,"Anterior Segment Division, Department of Ophthalmology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Anterior Segment Division, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia",Ophthalmic Surgery Lasers and Imaging,0,,False,Scopus,10.3928/15428877-20070501-15,True,,article; cornea transplantation; human; human tissue; keratoplasty; mathematical analysis; organ donor; priority journal,article; cornea transplantation; human; human tissue; keratoplasty; mathematical analysis; organ donor; priority journal
Corneal Transplant Survival after Onset of Severe Endothelial Rejection,2007,Wagoner M.D.; Ba-Abbad R.; Sutphin J.E.; Zimmerman M.B.,"Department of Ophthalmology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Department of Ophthalmology and Visual Sciences, College of Medicine, University of Iowa, Iowa City, IA, United States; Department of Biostatistics, College of Medicine, University of Iowa, Iowa City, IA, United States",Ophthalmology,29,,False,Scopus,10.1016/j.ophtha.2006.12.012,True,,corticosteroid; cyclosporin; prednisolone acetate; adult; aged; article; controlled study; cornea transplantation; endothelium cell; female; follow up; graft failure; graft rejection; graft survival; human; major clinical study; male; penetrating keratoplasty; priority journal; risk factor; visual acuity,corticosteroid; cyclosporin; prednisolone acetate; adult; aged; article; controlled study; cornea transplantation; endothelium cell; female; follow up; graft failure; graft rejection; graft survival; human; major clinical study; male; penetrating keratoplasty; priority journal; risk factor; visual acuity
Inverse relationship between age and severity and sequelae of acute corneal hydrops associated with keratoconus [8],2007,Al Suhaibani A.H.; Al-Rajhi A.A.; Al-Motowa S.; Wagoner M.D.; Al-Rajhi A.A.,"Anterior Segment Division, Department of Ophthalmology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Department of Research, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; King Khaled Eye Specialist Hospital, Riyadh 11462, PO Box 7191, Saudi Arabia",British Journal of Ophthalmology,70,,False,Scopus,10.1136/bjo.2005.085878,True,,Acute Disease; Adolescent; Adult; Age Factors; Child; Corneal Edema; Female; Humans; Keratoconus; Male; Prospective Studies; fluorometholone; adolescent; adult; age; allergic conjunctivitis; clinical article; correlation analysis; disease association; disease severity; eye examination; female; human; hydrops; keratoconus; letter; lubrication; male; measurement; neovascularization (pathology); observational study; priority journal; prospective study; risk factor; school child; statistical analysis; tissue distribution; vernal conjunctivitis,acute disease; adolescent; adult; age factors; child; corneal edema; female; humans; keratoconus; male; prospective studies; fluorometholone; age; allergic conjunctivitis; clinical article; correlation analysis; disease association; disease severity; eye examination; human; hydrops; letter; lubrication; measurement; neovascularization (pathology); observational study; priority journal; prospective study; risk factor; school child; statistical analysis; tissue distribution; vernal conjunctivitis
Epikeratoplasty,2006,Wagoner M.D.; Swailem S.A.; Rademaker W.J.; Rajhi A.A.,"King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Department of Ophthalmology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Department of Ophthalmology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia","Refractive Surgery, Second Edition",0,,False,Scopus,10.1016/B978-0-323-03599-6.50090-0,True,,,epikeratoplasty
Woodhouse Sakati syndrome associated with bilateral keratoconus [3],2006,Al-Swailem S.A.; Al-Assiri A.A.; Al-Torbak A.A.,"Anterior Segment Division, Department of Ophthalmology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Anterior Segment Division, King Khaled Eye Specialist Hospital, Riyadh 11462, PO Box 7191, Saudi Arabia",British Journal of Ophthalmology,15,,False,Scopus,10.1136/bjo.2005.080101,True,,"Abnormalities, Multiple; Adolescent; Female; Humans; Hypogonadism; Keratoconus; Syndrome; Vision Disorders; adolescent; adult; amenorrhea; case report; clinical feature; deterioration; disease association; ECG abnormality; female; human; hypogonadism; hypothyroidism; keratoconus; keratometry; letter; penetrating keratoplasty; priority journal; slit lamp; systemic disease; visual acuity; visual impairment; woodhouse sakati syndrome","abnormalities, multiple; adolescent; female; humans; hypogonadism; keratoconus; syndrome; vision disorders; adult; amenorrhea; case report; clinical feature; deterioration; disease association; ecg abnormality; human; hypothyroidism; keratometry; letter; penetrating keratoplasty; priority journal; slit lamp; systemic disease; visual acuity; visual impairment; woodhouse sakati syndrome"
Penetrating keratoplasty for macular corneal dystrophy,2005,Al-Swailem S.A.; Al-Rajhi A.A.; Wagoner M.D.,"Anterior Segment Division, Department of Ophthalmology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Department of Research, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; King Khaled Eye Specialist Hospital, Riyadh 11462, PO Box 7191, Saudi Arabia",Ophthalmology,36,,False,Scopus,10.1016/j.ophtha.2004.08.017,True,,age; cornea dystrophy; donor; endothelium; female; follow up; graft failure; graft rejection; graft survival; histopathology; human; keratitis; keratoplasty; major clinical study; male; medical record; postoperative complication; priority journal; recipient; recurrent disease; retrospective study; review; statistical significance; survival; visual acuity,age; cornea dystrophy; donor; endothelium; female; follow up; graft failure; graft rejection; graft survival; histopathology; human; keratitis; keratoplasty; major clinical study; male; medical record; postoperative complication; priority journal; recipient; recurrent disease; retrospective study; review; statistical significance; survival; visual acuity
Histopathological and immunohistochemical studies of lenticules after epikeratoplasty for keratoconus,2005,Nakamura H.; Riley F.; Sakai H.; Rademaker W.; Yue B.Y.J.T.; Edward D.P.,"University of Illinois at Chicago, Department of Ophthalmology and Visual Sciences, Chicago, IL 60612, 1855 W Taylor Street, United States; Department of Ophthalmology and Visual Sciences, University of Illinois, Chicago College of Medicine, Chicago, IL, United States; King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia",British Journal of Ophthalmology,15,,False,Scopus,10.1136/bjo.2004.054684,True,,"Adolescent; Adult; alpha 1-Antitrypsin; alpha-Macroglobulins; Cornea; Corneal Stroma; Corneal Transplantation; Epikeratophakia; Epithelial Cells; Epithelium, Corneal; Female; Humans; Immunohistochemistry; Keratoconus; Male; Middle Aged; Sp1 Transcription Factor; alpha 1 antitrypsin; alpha 2 macroglobulin; transcription factor Sp1; adolescent; adult; aged; article; Bowman membrane; cell labeling; cell proliferation; clinical article; controlled study; cornea; cornea epithelium; down regulation; epikeratoplasty; epithelium cell; female; histopathology; human; human tissue; immunocytochemistry; immunohistochemistry; keratinocyte; keratoconus; lenticule; male; pathophysiology; penetrating keratoplasty; priority journal; stroma; upregulation","adolescent; adult; alpha 1-antitrypsin; alpha-macroglobulins; cornea; corneal stroma; corneal transplantation; epikeratophakia; epithelial cells; epithelium, corneal; female; humans; immunohistochemistry; keratoconus; male; middle aged; sp1 transcription factor; alpha 1 antitrypsin; alpha 2 macroglobulin; transcription factor sp1; aged; article; bowman membrane; cell labeling; cell proliferation; clinical article; controlled study; cornea epithelium; down regulation; epikeratoplasty; epithelium cell; histopathology; human; human tissue; immunocytochemistry; keratinocyte; lenticule; pathophysiology; penetrating keratoplasty; priority journal; stroma; upregulation"
Laser in situ keratomileusis for correction of high astigmatism after penetrating keratoplasty,2000,Rashad K.M.,"AL Mana General Hospital, Dammam 31451, P.O. Box 2366, Saudi Arabia",Journal of Refractive Surgery,43,,False,Scopus,10.3928/1081-597x-20001101-05,True,,adult; article; astigmatism; clinical article; controlled study; device; female; follow up; human; keratomileusis; male; myopia; penetrating keratoplasty; postoperative complication; priority journal; spectacles; treatment outcome; visual acuity,adult; article; astigmatism; clinical article; controlled study; device; female; follow up; human; keratomileusis; male; myopia; penetrating keratoplasty; postoperative complication; priority journal; spectacles; treatment outcome; visual acuity
Terrien's marginal degeneration associated with posterior polymorphous dystrophy,1999,Wagoner M.D.; Teichmann K.D.,"Anterior Segment Division, Department of Ophthalmology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Massachusetts Eye and Ear Infirmary, Department of Ophthalmology, Harvard Medical School, Boston, MA, United States; King Khaled Eye Specialist Hospital, Riyadh 11462, P.O. Box 7191, Saudi Arabia",Cornea,11,Keratoconus; Marginal degeneration; Pellucid corneal; Posterior polymorphous dystrophy; Stromal-thinning disorders; Terrien's marginal degeneration,False,Scopus,10.1097/00003226-199909000-00017,True,Keratoconus; Marginal degeneration; Pellucid corneal; Posterior polymorphous dystrophy; Stromal-thinning disorders; Terrien's marginal degeneration,adult; article; case report; cornea dystrophy; disease association; human; keratometry; male; priority journal; slit lamp; specular microscopy; topography,keratoconus; marginal degeneration; pellucid corneal; posterior polymorphous dystrophy; stromal-thinning disorders; terrien's marginal degeneration; adult; article; case report; cornea dystrophy; disease association; human; keratometry; male; priority journal; slit lamp; specular microscopy; topography
Chemical injuries of the eye: Current concepts in pathophysiology and therapy,1997,Wagoner M.D.,"External Disease Division, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Cornea Service, Massachusetts Eye and Ear Infirmary, Boston, MA, United States; Department of Ophthalmology, Harvard Medical School, Boston, MA, United States",Survey of Ophthalmology,499,acid; alkali; chemical injury; conjunctival transplantation; corneal epithelium; corneal limbus; corneal stroma; inflammation; limbal allograft; limbal autograft; mucous membrane transplantation; ocular surface; penetrating keratoplasty; tenoplasty,False,Scopus,10.1016/S0039-6257(96)00007-0,True,acid; alkali; chemical injury; conjunctival transplantation; corneal epithelium; corneal limbus; corneal stroma; inflammation; limbal allograft; limbal autograft; mucous membrane transplantation; ocular surface; penetrating keratoplasty; tenoplasty,"Acids; Alkalies; Animals; Anterior Eye Segment; Burns, Chemical; Cornea; Eye Burns; Humans; Sclera; Visual Acuity; Wound Healing; acetylcysteine; artificial tear; citrate sodium; collagenase inhibitor; cysteine; doxycycline; epidermal growth factor; fibronectin; hyaluronic acid; retinoic acid; synthetic peptide; tetracycline derivative; chemical injury; cornea transplantation; disease severity; drug penetration; eye injury; human; human cell; human tissue; keratoplasty; lavage; pathophysiology; priority journal; prognosis; review","acid; alkali; chemical injury; conjunctival transplantation; corneal epithelium; corneal limbus; corneal stroma; inflammation; limbal allograft; limbal autograft; mucous membrane transplantation; ocular surface; penetrating keratoplasty; tenoplasty; acids; alkalies; animals; anterior eye segment; burns, chemical; cornea; eye burns; humans; sclera; visual acuity; wound healing; acetylcysteine; artificial tear; citrate sodium; collagenase inhibitor; cysteine; doxycycline; epidermal growth factor; fibronectin; hyaluronic acid; retinoic acid; synthetic peptide; tetracycline derivative; cornea transplantation; disease severity; drug penetration; eye injury; human; human cell; human tissue; keratoplasty; lavage; pathophysiology; priority journal; prognosis; review"
Penetrating keratoplasty in congenital hereditary endothelial dystrophy,1997,Al-Rajhi A.A.; Wagoner M.D.,"King Khaled Eye Specialist Hospital, Riyadh 11462, P.O. Box 7191, Saudi Arabia",Ophthalmology,48,,False,Scopus,10.1016/S0161-6420(97)30200-0,True,,adolescent; adult; article; child; clinical article; cornea endothelium; cornea transplantation; dystrophy; female; graft failure; graft rejection; graft survival; human; keratitis; male; penetrating keratoplasty; priority journal; treatment outcome; visual acuity,adolescent; adult; article; child; clinical article; cornea endothelium; cornea transplantation; dystrophy; female; graft failure; graft rejection; graft survival; human; keratitis; male; penetrating keratoplasty; priority journal; treatment outcome; visual acuity
Management of perforations during epikeratoplasty for keratoconus,1996,Teichmann K.D.,"c/o Medical Library, King Khaled Eye Specialist Hospital, Riyadh 11462, P.O. Box 7191, Saudi Arabia",Journal of Cataract and Refractive Surgery,1,,False,Scopus,10.1016/S0886-3350(96)80061-7,True,,article; case report; cornea perforation; epikeratoplasty; female; human; keratoconus; male; priority journal; school child; surgical technique; suturing method; treatment outcome; visual acuity,article; case report; cornea perforation; epikeratoplasty; female; human; keratoconus; male; priority journal; school child; surgical technique; suturing method; treatment outcome; visual acuity
Posterior keratoconus: Case report with scanning electron microscopy,1995,Al-Hazzaa S.A.F.; Specht C.S.; McLean I.W.; Harris Jr. D.J.,"Section of Ophthalmology, Department of Surgery, K. Faisal Specialist Hosp./Res. Ctr., Riyadh 11211, P. O. Box 3354, Saudi Arabia",Cornea,12,Cornea; Posterior keratoconus; Scanning electron microscopy,False,Scopus,10.1097/00003226-199505000-00014,True,Cornea; Posterior keratoconus; Scanning electron microscopy,aged; article; case report; cornea; cornea stroma; human; keratoconus; male; penetrating keratoplasty; priority journal; scanning electron microscopy,cornea; posterior keratoconus; scanning electron microscopy; aged; article; case report; cornea stroma; human; keratoconus; male; penetrating keratoplasty; priority journal
Epikeratoplasty for Keratoglobus Associated with Blue Sclera,1991,Cameron J.A.; Cotter J.B.; Risco J.M.; Alvarez H.,"King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia",Ophthalmology,37,,False,Scopus,10.1016/S0161-6420(91)32271-1,True,,adolescent; child; clinical article; conference paper; connective tissue disease; cornea dystrophy; epikeratophakia; eye malformation; female; human; male; priority journal,adolescent; child; clinical article; conference paper; connective tissue disease; cornea dystrophy; epikeratophakia; eye malformation; female; human; male; priority journal
